"province_id.id","district_id.id","municipality_code","municipality_name"
5,49,"04","Sainamaina Municipality"
5,49,"05","Siddharthanagar Municipality"
5,49,"06","Tilottama Municipality"
5,49,"07","Gaidahawa Rural Municipality"
5,49,"08","Kanchan Rural Municipality"
5,49,"09","Kotahimai Rural Municipality"
5,49,"10","Marchawari Rural Municipality"
5,49,"11","Mayadevi Rural Municipality"
5,49,"12","Omsatiya Rural Municipality"
5,49,"13","Rohini Rural Municipality"
5,49,"14","Sammarimai Rural Municipality"
5,49,"15","Siyari Rural Municipality"
5,49,"16","Suddodhan Rural Municipality"
5,50,"01","Sandhikharka Municipality"
5,50,"02","Sitganga Municipality"
5,50,"03","Bhumikasthan Municipality"
5,50,"04","Chhatradev Rural Municipality"
5,50,"05","Panini Rural Municipality"
5,50,"06","Malarani Rural Municipality"
5,51,"01","Musikot Municipality"
5,51,"02","Resunga Municipality"
5,51,"03","Ishma Rural Municipality"
5,51,"04","Kaligandaki Rural Municipality"
5,51,"05","Gulmi Darbar Rural Municipality"
5,51,"06","Satyawati Rural Municipality"
5,51,"07","Chandrakot Rural Municipality"
5,51,"08","Rurukshetra Rural Municipality"
5,51,"09","Chhatrakot Rural Municipality"
5,51,"10","Dhurkot Rural Municipality"
5,51,"11","Madane Rural Municipality"
5,51,"12","Malika Rural Municipality"
5,52,"01","Tansen Municipality"
5,52,"02","Rampur Municipality"
5,52,"03","Rainadevi Chhahara Rural Municipality"
5,52,"04","Ripdikot Rural Municipality"
5,52,"05","Bagnaskali Rural Municipality"
5,52,"06","Rambha Rural Municipality"
5,52,"07","Purbakhola Rural Municipality"
5,52,"08","Nisdi Rural Municipality"
5,52,"09","Mathagadi Rural Municipality"
5,52,"10","Tinahu Rural Municipality"
5,53,"01","Ghorahi Sub-Metropolitan City"
5,53,"02","Tulsipur Sub-Metropolitan City"
5,53,"03","Lamahi Municipality"
5,53,"04","Gadhawa Rural Municipality"
5,53,"05","Rajpur Rural Municipality"
5,53,"06","Shantinagar Rural Municipality"
5,53,"07","Rapti Rural Municipality"
5,53,"08","Banglachuli Rural Municipality"
5,53,"09","Dangisharan Rural Municipality"
5,53,"10","Babai Rural Municipality"
5,54,"01","Pyuthan Municipality"
5,54,"02","Sworgadwari Municipality"
5,54,"03","Gaumukhi Rural Municipality"
5,54,"04","Mandavi Rural Municipality"
5,54,"05","Sarumarani Rural Municipality"
5,54,"06","Mallarani Rural Municipality"
5,54,"07","Naubahini Rural Municipality"
5,54,"08","Jhimruk Rural Municipality"
5,54,"09","Airawati Rural Municipality"
5,55,"01","Rolpa Municipality"
5,55,"02","Runtigadhi Rural Municipality"
5,55,"03","Triveni Rural Municipality"
5,55,"04","Sunilsmiriti Rural Municipality"
5,55,"05","Lungri Rural Municipality"
5,55,"06","Sunchhahari Rural Municipality"
5,55,"07","Thabang Rural Municipality"
5,55,"08","Madi Rural Municipality"
5,55,"09","Gangadev Rural Municipality"
5,55,"10","Paribartan Rural Municipality "
5,56,"01","Bhume Rural Municipality "
5,56,"02","Putha Uttarganga Rural Municipality "
