"species_id.id","breed_name","breed_is_active"
3,"Jersey",1
3,"Holstein Friesian",1
3,"Holstein-Friesian crosses",1
3,"Jersey crosses",1
3,"Lulu",1
3,"Siri",1
3,"Achhami",1
3,"Khaila",1
3,"Terai",1
3,"Pahadi",1
4,"Lime",1
4,"Parkote",1
4,"Gaddi",1
4,"Terai",1
4,"Murrah",1
4,"Nili Ravi",1
4,"Murrah - Lime",1
4,"Murrah - Terai",1
4,"Murrah - Parkote",1
4,"Gaddi - Nili Ravi",1
