country_id:id,level_one_id.id,level_code,level_name
7,1,24200,Sunsari District
7,2,24213,Sarlahi District
7,2,24212,Mahottari District
7,2,24211,Dhanusa District
7,2,24210,Siraha District
7,2,24209,Saptari District
7,3,24240,Baglung District
7,3,24239,Parbat District
7,3,24234,Kaski District
